wav_filename,wav_filesize,transcript
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b34839466d4d179688781246cd33c6f9b72ffa4aae689a70d0b1c582adec26f6a0e9a07726f3ae1e05d64c90fa5b50e04a5af844f84dea33e8f31c2fce96d3ed.wav,86828,die betonung liegt auf sofort
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a54c98a1c7d8a49178fbb26682f8ba362ee4568eebdab20e6d2f3363c1df7886b3c29a606cf29102f740276c9ed73279ee86b421959eeeb7c570c801ee0977be.wav,122924,leonie verausgabt sich gerade auf dem trampolin
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/801024666f64db969c337e503d0e10e18cffcc5a3c3027d6ad6f11fe6ed3475f19d9ada95245be3d7ad3e0bc11d8fc32563e2539129b934dce7eab7bcf838daa.wav,218924,das ist eigentlich ungewöhnlich denn aus dem remschlaf wacht man vergleichsweise schnell auf
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/87eb75955b8d5af7d50c7954e5d594f126bcfbb85845bba17a1597baeeb68bca527af0b6af7e4e7223ff6ac03ce0d58ebb4c03322c51ec53a89e8e3bd34191d7.wav,112940,barbara pfeffert ihre jacke achtlos in die ecke
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4a505f39c53c53bba3f37a1ce142e9af5079147435a9733ea02d4feda8b643373472bb84d47d3255687a9b4eed4ed96a2b9cfc4d746a467b0d6f8e9fef5eb306.wav,123692,der ganze stadtteil besteht mehr oder weniger aus plattenbauten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3a2513f8f305e79c6a340b2c5fdabaaca60a1e2612d3f89f61e957222e7d8ee5e801b1195e6891da7498cc1a1da872aca4ab3c78be6c8331401e34a51e43b307.wav,106028,er will notfalls bis in die letzte instanz klagen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/498495f8e600a7429b33b163f7ee20178e124d1532e8b56614cebe1121e71cf3e691d05444c23fd4e401b2d76ba543244367c74e071e699a5a06d01a09734931.wav,138284,über eine schlechte vergütung kann ich mich jedenfalls nicht beklagen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/97acb0bb3d4586b6bc8d2aa1dc0ea55b420c972e868d91c51893599733a67817ff3db16cd245205d2925440c8d4c8607843d5a106e82b69839d4f427d130e691.wav,148268,wie viele menschen leben in bochum
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/120b42460896ba07265b0ec95a9613241f3c6eb3b58c588a59ee39a2aefff06fcc4b5ec2753935483159143db2570e2b8f27a8a411dec6054f24e3bca0dd0ad0.wav,163628,tränende augen und makeup sind keine gute kombination
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a0f4776beaa51e40acca806762173da62662ae24070bd5c32dfb33baa13c5266ee177a771153c6135aff80960650979f0bd6042ab67afe3e4cefa34fd57ce48d.wav,251180,weil die zündkerze fehlt muss das luftkraftstoffgemisch ja stärker komprimiert werden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/be88141d38b12a58014fed7d391f79aa9a6cf91b0e961601086864d24c14329a0f3114a2cc1cf8c85fea2a72805223c8e2308df4d7b00490439f7d02e1d332e9.wav,215084,daniel und marie erzählten begeistert von der wuppertaler schwebebahn
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/88a5577d9bc39250070a6d283c211119a4c42e3da6e089de717b426f223b46a062189e6d7c596b2bc533ea79ce27d3200bebeb72953d346a6219a1e96e5ab119.wav,191276,die ersten torpedos schossen genau in die richtung in die sie abgefeuert wurden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7fdecb7cde254381f1fd8fcc29d227c302ebf44f5765841b4650aacd11136e3904504372d2a8e3ca773181772fa7e08c3d04713468020c65c5562c31395e0713.wav,192044,karina meint dass sich die misere noch weiter fortsetzen wird
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/23e151364fab945ed662847feb17c8a771d8c208e0a592793f5c6cde727d3e4d4892cf8ab0f74a97b5cd85cc641c8b8b7dffa5a751e963bcd39ae30b6f8c0b7b.wav,178220,wie war eure tour erkundigte sich emanuela
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/18e5d95dc58022e050ddc4d1e64791dbeb8d03aa8f61f74be40b637ea31bd1c7d6a530c5714b0bf828b82da6ee68e69e9610657a75c8bbbfc1ff6dae4445a93a.wav,255788,herr hildebrand sitzt vor einem kreuzworträtsel und sucht ein dschungeltier mit fünf buchstaben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5e91a0a1a0bfa7763b9e0c64637fda2b8b526456da7a3220aed33d65f7682711ad09ab227b63dc91f58c775cd6f32f7dfb652c70bce6576ad9dbf0e28b2e30cd.wav,156716,mona wird mutwillige sachbeschädigung vorgeworfen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/07842e32a15451a5262aa27ca49ca0d789a9f436f48f5ed6933c1c6f76d428589009b2bd4028d246d9c87e3e8fba3dec84edcbc90313e4135ba243ef2167fecf.wav,212012,so geistesgegenwärtig muss man in der situation aber erstmal reagieren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6c0464eebfdf5de9e716d171b80febfdc86fdbcd445306d1e502e3783e58d1ad48bafab50e4095d1157a7e3aa64c04e6b9f91bbf707d8e152d480bb6d289ae17.wav,158252,mein schwerhöriger nachbar hat den fernseher eingeschaltet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/148a691e172bc403b7402d056612651810cd5087caf73f6522b7eb27cb96e0c80c0a70e907d868292ea4b5013a744b729a728d5c58f3a614ccc5d783b98a6e3a.wav,209708,deutsch und französisch sind wahrscheinlich ungefähr gleich schwer zu erlernen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dd1456cae9a0beaeb50a1e4c30e75b0eda8fc77653f99251a4a59366c47920cdc51c743a05741c10e8792cc87cf3ee03584e4ce984f91a3e6096827619bb838a.wav,153644,warum kauft man überhaupt stilles wasser in flaschen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d007a4a1921ef7489755934be12da798a332beab3a12f1924c8312bb3dacb2f31ef61ac2fec6fa343af1f34f38b728183570438625ed71a87baa2b3b385245e5.wav,122924,offenbar hat er im affekt gehandelt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2a624a53d683aca7410f7367b033254cc2c8e374e65667f3f5a23ef35f6d09219414ce69b457cb2db8b40cde15b81be5027c1d7b9e9af07a33c58eb1c3f48835.wav,153644,eine wickelablage muss weich und warm sein
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/28de74868be20909686344a1b27eb5a84505f8afeff953d0cc2987e58b89ae9627e2bab98e1c1303ec09d6ae1bd94c2e5e991dd020a142db300163369e3a2068.wav,109100,deshalb sollten wir für mehr akzeptanz werben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8aadebd86c4034e5e945e684ff0fb993cb6b54b9dd6f318d5f11913aae0f8c5b3478a642cd2fdc70d59a9be6dfa0106843b1e4c1e7fbcc9b8c3d1ab7c390b433.wav,117548,das rote kreuz kommt zuerst zum verletzten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/87df45635abf13470901002527eb1f728c2f8701129ae9bf679f9299e4bdc7aa5d4c32f5c8768dfda44450117766819caa8971d787b8341dcf42b13c0df1beb5.wav,133676,ankara ist die hauptstadt der türkei
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/887329dbd33c0be6e2a2eedcd449ede44257a6026feda083fa9fe457d658bed52832423aef841c8e478593a64bca4fa9bad9d8d736126876fb50b0e2daed878c.wav,122156,dann wird es nichts mit dem rodeln
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/92d2174e59ae63f8a874081955fc6e5747c94050c168c76d51a4845e18d3d2a85a4dd4a5f7c754c6920280856d4b69235d885b5b5c7fcf3b8e7f4269cda9b0c0.wav,126764,heutzutage lassen sich beide brücken kostenlos überqueren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1146e69e06ffceac01b291d61dba423525a82a1fa1cdc03eb78f85049e7069243b508be6fabb9449ef6ffc43ed3ecf9f4a07a7782e325dba32bc8ac809cba22b.wav,79148,wo ist wolfsburg
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/492b6a7811391c60b72476a3d8f6de1dac32e55f40fbacaaad73a2561b7acd0bc0ceca4f22ecbc04d047fc215782727e732fd65cd827f96b3cdc21207d2ebff7.wav,225836,der landbasierte handel zwischen ost und west verlor an relevanz
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ebeb2d74f40c552973942eb5aae577ee2b967f87971a52cd823492d39105acd595949735a6645a0054235dad211f96a371752dce2555b3d12ae0c3cda889fd3e.wav,199724,gewöhne dir endlich mal an deinen arbeitsplatz sauber und ordentlich zu hinterlassen schnauzte franz ihn an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f6de9b84c9b74a39fda8118f9caf04aad5d26dc30979cfa7c2b223a7d7a59ec3b1bd758b50b683d3b6f852c15aebbe34a10527c1b54cf1105de2a506a770509d.wav,59180,wer ist dieses mädel
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e909c5467e996db430f756427cb9762d8ce0c3849922d05bb125803dbf67e837f3cc36ab75ea8d6416324f77e30d383ca044ee59006bd28d7a30583439d84de0.wav,173612,der grüne opel fuhr bei tiefrot über die haltelinie
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/194af6073f62f5cc740215dd4befe39f09daf67e1e49401a10e1a494027958decf24179e8f4e3d5421a1a103a1ec6ba449567507f83354e5fc891b08a0478738.wav,128300,bremerhaven ist kein vergleich zu weimar
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/60f841c94d2cad69e6a25a0f7ef162392d06766a84ba93e187287dbe4be51a60b56ce2310fbe46f0ef8a1b9634c85ffdf5f744e97dcb5c9d1e2209e136e39dc1.wav,120620,ist hier denn nirgendwo ein rettungsring
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/94a6823c5a206df441e1b4fa8c2f0ef3c161d5d28ab9dbb701a7c642a61aace0b4f34ab603b8d02a6b608fa20a8e2572ff38b433d304e12ee7b0e1c9da9d2e5d.wav,192812,suche züge nach nürnberg die morgen um dreizehn uhr abfahren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6964e624d74ddb33ea851b4bf5b1abefe185ec845287f78c955ea51f5a9b2da467fffa9c109b2b6b7e1a8cabb41767c6c8c753ac19051c07e1746f058eee42ae.wav,169004,das wird noch eine weile dauern
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/faa34b7c91617b3ca83e01ebb5904b472826e3cd91a5c22e35d3c292df23146a1941ce22ea22ac1cddf2b448a4625d6b3176d0c2be0ff3f8faf18ce1c86fed49.wav,97580,es ist eiskalt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2f1f98a3c6eda0dca4547e01e530b9179c5c6680394a5bd9c363fba71c540d39ef8ad74ba11bd44d0ed4762e5444a78b097e42f896e67c48c083e07e63c3d683.wav,102188,zum schluss kommt noch eine prise salz hinzu
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fede8dbad570b6125cd926c151e4e4afb82e2b403646186b93e545c3bcf5f702e18a634d7b1c8bf36f09a0c6ff10a15211dc2699cf425a8c10480d101e1a258b.wav,134444,wenn man diese geheime zutat weglässt funktioniert es nicht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/14025e820c84028c19f368db615884881637028fde3d85bc7d559eb7ce224f1c14b0ff6aef5d7b180c043c785cdbdf6cb0eed5d6a875e1a0da053ead2e782d58.wav,90668,ich habe hunger
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5b176c816e9323b6c8f65df0c1f96c86d30f86d52f10541ebf568da889aad292d132e4b87bcc6ea2da67ab02061c028a0e70e7ceb04b3e75535b63093b9cd544.wav,122924,die fernlichtautomatik ist mir zu träge
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/498bacab7af42662e2c8ff5c3667f4f9fcc20981a76de995ecf4f05b1a2c9052977fa7dea39ff603f9346e93a26e3452daae223f67180714378e9d1887c9ddbc.wav,182828,aus angst vor stigmatisierung wollte elke es nicht zugeben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/32c2bd3a6f30dbe7d53439a46e43ad52242fb5100286069b90dcd49e4a777e367f21e07410f88a240f015c7612f01e2b97801505cf2c8caad187c32f3f810260.wav,103724,was ist denn alles im museum ausgestellt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/fea0c99927c20abc6f9800e33fc61da92feaee35319a351b73a079b83c4597b07ad1a290a1f9ef4733f43d85c2fb2a3f95bcbfaf1e167139918305d9e74e4dd2.wav,167468,ruckzuck zog er seine beretta aus dem halfter und fuchtelte wild damit herum
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cb529eacf5f3bb67671c21ff579709580078694747a48ce101eff54edf76679e80f869f2473da4ecc422b8621b90c90d3f369118c0fc5491a4209ac6acd706df.wav,103724,mit der zeit lernt man leute einzuschätzen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/26005821cb3cbd9b536645ccd541a73709e724fb4e23bf0b5aec0abb01eed3e0d1b7414943d3e07c69f95c177add9a1b09cace022555ae4e77e1495c898c9d67.wav,163628,der verteidigungsminister bezeichnete das manöver als klugen schachzug
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a14155cb6ca104539121032e1d984febd783512ee3cb67481c5834642c6e36e23bdef690a55f284fb9bb4a45ba62afbcd6d02d393fdfacfc161e5b429d1a6283.wav,73004,wo sehen sie sich in fünf jahren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8fcc4220aa9ade9f7c37504262d8452087e58a9f6e2008dfe4c1dea7ac82de8bbc51a1ceef146b56a0dbdd58806b8ecbe02daf9df9ba1904e8d61b933edd5f90.wav,73004,was gibt es da zu lachen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c784624001b7611c42ee7de10217fd73098bcd8c910c425d92b2b483590669492fe6b1ce576ea2192c339f0f928f62195741091848fc2e947a074390a2be9e2e.wav,159788,piep piep piep wir haben uns alle lieb
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6d04bb23bc95a7b958d1141bf83da143a6c5b2f3ab4ae3aaf63881e6bb42a9d2625a63674be13f60816f586ff946e3ec59f170499404674636374f6e83d5b505.wav,144428,guten tag ich möchte meinen sohn kevin aus dem bällebad abholen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e85a4b8ad0e1d15ed0da39c713af4cdaaf87fae770cce14a0a99e04cad16bea5bae95cbf64813d169cd72dfb97860b3217b52c26724d8f11e70bc9d10c3e25d9.wav,106028,isabel fallen die ersten milchzähne aus
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/00f114ae04257b8763ff43e9145fadb97b2ae3b91149823b2b739171c5f9e5c141cf6798bb41fd350dbff067c8e376a2447eb66b06d8b8985828d709631546e3.wav,102188,wie ist der aktuelle stand diesbezüglich
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cc3121fe3ce6ebeb96aacfc956ed0683f6452d30793216a58cccb099a12c1db3dfddbbe19be8a90600002387a58257c311486eee367d0f38dad49011736fdd09.wav,98348,brust raus bauch rein und stets lächeln
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/507c79f2c75918e9de2905c9de25f7f64d9f3052fc07f4eb4145a3fcee8b581d77ccea27487c1c5c3b929e316a7e41d5ab60efbe378fc1384adfe36faef73fa4.wav,195884,gerade zu beginn des studiums ist es wichtig sich mit seinen kommilitonen zu vernetzen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4b43d434896b8449a6f74fbffc0969d292298bf849ba3e8744aab01c3c4a601c8fa9dff4a2d26b0d29eaa54e42e8b2b26e799c9a8f50339c9dea2948bb7cfcac.wav,126764,wir würden die offshorewindkraft gerne schneller ausbauen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e1a103e7042ad7a66113004bb48013fd3e073b994ca0e66b259a13b2140dcca1297eb34de28fbff8473d4da8cc2f943668ed76526bb9ab3f1020c1712c1c8b5e.wav,106796,also herr schneider ich setze ihnen jetzt eine frist
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f3635b1de14ab8662919b69c0cad883d0cdecc0ab8239bb26e948f51daa53b125f63a666b1b1e42419cd67b028b82317bea7ba82aab920da68a2badd2dfda410.wav,163628,zu dieser jahreszeit gibt es mandarinen nur aus der konservendose
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cf98d7350a6bf34fc8cdee6985411b50bf85b4ae854ec6ca3a2a5c88a0499a676d2f3a8908c1ceea5dce14bf352066a6b0f5477f94a5284cd220be4332232ed7.wav,161324,andernfalls bekommt man am eigenen leib zu spüren was der begriff schallmauer bedeutet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a518c25cc7490a84eef66bb413d485d514e8ef0efa6dc41895a732d964ba58f07ce83700a2e96883169cb48b69e5f7fdfdfef14ff6374d5ac6017a9f9af36c53.wav,181292,bauch einziehen po anspannen und den nacken gerade machen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/eb91605e06ac0d6455f53e23fbf1aa9c2473e4c35bd8ef141723bf0667007be4147a18f9740ac887675cc7c914f87e2f73d15f119a20afd5c728b72bf62d232c.wav,92204,früher wurde dort torf abgebaut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c22b3830d163f3a11aaca7ee5ed08dd22027c4f26a6e327d37bd88e7b83dc9fc1578cca94c9f0e6b7f7fb442e023cbb07a19dc9d9ad8c10d2c678cf6a819203b.wav,132908,kuala lumpur ist die hauptstadt von malaysia
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d48b2b1fca6ee4bd7efc0699b152f718890ac65c42980b663d9b86cb9dfca1a7974186385c90285338e1d7cab2a54212bf4bdf15bf84f24490c281b7abbfe952.wav,88364,ofen vorheizen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/edac1cc26d5094ef036d6b56692fce4c9d5a9a800edb3dd660fae9ff865eb05473bfc85a8abc72f95422895a3c695bb58bffccbfe9eae8cbfa9ca0c835e1846d.wav,113708,von unten ist die karosserie komplett verrostet
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4c021f6495af37aa54419bf95fe78c43cb8d3d9171a9f0b75018468d786866f1c9d23292437afd76c0e2a9cb56b2e1ee01125c50d1adca3ce7383febaa593af4.wav,145964,es ist ein riesiges gewimmel das sich bis zum horizont erstreckt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e3f523f3a082a1f968cd9fcff08cd2d78309b1fb87e1b3b9e61e840bed05b002c633379ad7b2cc02bc437f18c09c16eef717bde57ba5856a1997c75eabbd8de5.wav,128300,die möwen wissen genau was die fischer in ihren netzen haben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c8b9da8788c756ca5241d971a027db4129e4403c15e2633454049590c121728a56d08f7deceed02dfb3ef8c389effcf0496cc059dda527370344a4ad051ec61b.wav,134444,ist der dritte teil auch so sehenswert wie die ersten zwei
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/24a4393f29640a94bc57c9eaf6104107e7a8a5996cfd565214bf938c1cea4c90041c573ad9bbd9e05670208b416626fd262b4abc28c649cc14286e51ac4359ae.wav,89900,findest du mich oberflächlich
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/40513463bb0848330d5004d663d1e4a0c2759f80ba3ccc48a68be8c69ccc8bc33d817e5330056e5aa0e2e35a48b531ee1b55a9166cecc491b60be77341b3827b.wav,163628,albatrosse sind gut im fliegen aber schlecht im starten und landen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/136b02893a62ccb1145f7e26b0b9576b825d13a71b1a3d0be7649bf0bc00f10f6301b6ccad4db38768cb6c22d95162f670084697e8e75f4fda928e2b5c57616e.wav,130604,einen kleingarten muss man hegen und pflegen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/474736db7de668b6897573dc20dc89d08358741ff55f11b2d5361495e0085b4a48c2eafe322c3accfc719347c4f9401d6a2f0a4b22f30ff2faad7aa38e76fbfc.wav,132140,das wintersemester geht von oktober bis märz
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/caeeef9ece1898aa4b18abbcb181f167652af1b421580c90b73dca482468c57db106c7a133864cfb9f1dd8de8fabed8b64b0dcbc119d985373a474949aad0578.wav,129836,kennst du diese weingummivampire mit lakritz in der mitte
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/59d1ee5e151789512f147ccd95ebc5475b533387241de2d76e55340de8b3a0bde3b5c90118e896a247372233d1235d71b890cc4c738c6885b033b80c52666357.wav,98348,stolz zeigt winfried seine urkunde
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f32abde26e8c74e0be5b947f72588f4ae4153c3387ee6abb5c78427807807b8a2177cb2e374bc93bc826f904b682b997db4ab176004c8122ab824afb6a1b57e6.wav,107564,wie warm ist es in hannover
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b868cb334c513ada959b37ae60896f44064245e27b34b9c1a7bcf6173d1b0a562a0b405b6347d33201c42860b0b489b0b3190e2e2e3c1e2933ca83fc72313b3b.wav,153644,zwei der fünf heute vorhandenen brücken wurden damals gebaut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/09310a2ca1266e5d6b7f6c9bcc2f119d68c914f28013ea6b57073d455221a5b719771790d5bb793706565cfb16df0df5dc912ed25be916862d6f0d5fb014e93f.wav,106028,meine reise brachte mich nach oberhausen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f0300f7ac657b48cf1bcdb52160615ee9929c635f15ce9a07c4d56d323c7002dd8a49c795e8b672dcf79d3d98b0927e7f107db919f263c3e4e8191c749e6d66f.wav,107564,langsam pirschte er sich von hinten an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c18e5d48dad8d35c0f14c5dfe9c216407aad575312184dae4fb6d4497e9d401eea74216e382dde65a86ffcfb7ccfde3d50fa47f35af4971ed0ee6524f7e1fea4.wav,181292,das biotop zwischen der alten kiesgrube und dem fluss soll nun doch erhalten bleiben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f95cd1b278212d58983b520154f1db85d7fb269fd5bd6bf51251e197e5b5739dd985e909a9bee61eceea0013e7a4bfdaf2062556ca2812e0d073ba51b4ae3b6c.wav,207404,der jedoch keiner ist weil ihm das prädikat fehlt korrigiert mich der besserwisser
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/49d9cb48001a3bcdecf91953f9f03473ca9bdceb187a6bca074850c4eeabd72a2e518c670a55d73f809692513a9e99d662a2bb90768bb5c2012dde82614ed0a0.wav,161324,schrauben sind ein zeichen für qualität und wartbarkeit
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/1dff38e8ebfb82171c9084abab49fb1c930e9631a83908e03d200da9b20ff8c629f1498bf31c8f5b537b931bd8b64fd0d059143a65f7f5ba88a6f7eb1c6b847f.wav,75308,verzeihen sie die unannehmlichkeiten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bd555acb330e659308c0aba0afdbb42b8d4e5ea478ad685ab8d427ecb16d1b8d5ee160cf9ff8b7c15c2e69e466cebe20da307851ef4253223db1e3d292d0f53b.wav,73804,mikrobiologen werden die drainage genauer unter die lupe nehmen
